A21569	Tourist	der	-en			Im Sommer kommen viele Touristen in diese Stadt.	male tourist	Many tourists come to this city in summer.	[sound:word_A21569.mp3]	[sound:sentence_A21569.mp3]
A21570	Touristin	die	-nen			Die Touristin trägt ein schönes Kleid.	female tourist	The tourist is wearing a beautiful dress.	[sound:word_A21570.mp3]	[sound:sentence_A21570.mp3]
A21571	tragen				trägt, hat getragen	Ich kann den Koffer nicht tragen, er ist zu schwer.	to carry	I can't carry the suitcase, it's too heavy.	[sound:word_A21571.mp3]	[sound:sentence_A21571.mp3]
A21572	tragen				trägt, hat getragen	Er trägt heute einen blauen Anzug.	to carry	He is wearing a blue suit today.	[sound:word_A21572.mp3]	[sound:sentence_A21572.mp3]
A21573	trainieren				trainiert, hat trainiert	Wir trainieren einmal pro Woche im Sportverein.	work out	We train once a week at the sports club.	[sound:word_A21573.mp3]	[sound:sentence_A21573.mp3]
A21574	Training	das	-s			Das Training ist immer dienstags.	training	Training is always on Tuesdays.	[sound:word_A21574.mp3]	[sound:sentence_A21574.mp3]
A21575	Training	das	-s			Ich gehe jede Woche zum Training.	training	I go to training every week.	[sound:word_A21575.mp3]	[sound:sentence_A21575.mp3]
A21576	Traum	der	"""-e"			Ich möchte eine eigene Firma, das ist mein Traum.	dream	I want my own company, that's my dream.	[sound:word_A21576.mp3]	[sound:sentence_A21576.mp3]
A21577	träumen				träumt, hat geträumt	Ich habe schlecht geträumt.	to dream	I had a bad dream.	[sound:word_A21577.mp3]	[sound:sentence_A21577.mp3]
A21578	träumen				träumt, hat geträumt	Ich träume von einem großen Haus mit Garten.	to dream	I dream of a big house with a garden.	[sound:word_A21578.mp3]	[sound:sentence_A21578.mp3]
A21579	traurig					Ich bin sehr traurig. Meine Katze ist weggelaufen.	sad	I am very sad. My cat has run away.	[sound:word_A21579.mp3]	[sound:sentence_A21579.mp3]
A21580	sich treffen				trifft, hat getroffen	Ich treffe in der Stadt einen Kollegen.	to meet	I meet a colleague in the city.	[sound:word_A21580.mp3]	[sound:sentence_A21580.mp3]
A21581	sich treffen				trifft, hat getroffen	Wir treffen uns immer freitags.	to meet	We always meet on Fridays.	[sound:word_A21581.mp3]	[sound:sentence_A21581.mp3]
A21582	Treppe	die	-n			Ich nehme die Treppe, nicht den Aufzug.	stairway	I take the stairs, not the lift.	[sound:word_A21582.mp3]	[sound:sentence_A21582.mp3]
A21583	Treppe	die	-n			Wo ist die Toilette? - Die Treppe hoch und dann links.	stairway	Where is the toilet? - Up the stairs and then left.	[sound:word_A21583.mp3]	[sound:sentence_A21583.mp3]
A21584	trinken				trinkt, hat getrunken	Möchtest du etwas trinken?	to drink	Would you like a drink?	[sound:word_A21584.mp3]	[sound:sentence_A21584.mp3]
A21585	trocken					Die Wäsche ist bald trocken.	dry	The washing will soon be dry.	[sound:word_A21585.mp3]	[sound:sentence_A21585.mp3]
A21586	tschüs					Tschüs, bis morgen!	Bye-bye! / Cheers!	Bye, see you tomorrow!	[sound:word_A21586.mp3]	[sound:sentence_A21586.mp3]
A21587	T-Shirt	das	-s			Haben Sie dieses T-Shirt auch in M?	T-Shirt	Do you also have this T-shirt in M?	[sound:word_A21587.mp3]	[sound:sentence_A21587.mp3]
A21588	tun				tut, hat getan	Mein Rücken tut weh.	to do	My back hurts.	[sound:word_A21588.mp3]	[sound:sentence_A21588.mp3]
A21589	tun				tut, hat getan	Es tut mir leid, ich kann leider nicht kommen.	to do	I'm sorry, I can't make it.	[sound:word_A21589.mp3]	[sound:sentence_A21589.mp3]
A21590	tun				tut, hat getan	Was kann ich für Sie tun?	to do	What can I do for you?	[sound:word_A21590.mp3]	[sound:sentence_A21590.mp3]
A21591	Tür	die	-en			Mach bitte die Tür zu!	door	Please close the door!	[sound:word_A21591.mp3]	[sound:sentence_A21591.mp3]
A21592	typisch					Diese Musik ist typisch für dieses Land.	typical	This music is typical of this country.	[sound:word_A21592.mp3]	[sound:sentence_A21592.mp3]
A21593	typisch					Typisch Anna, sie kommt natürlich wieder zu spät.	typical	Typical Anna, of course she's late again.	[sound:word_A21593.mp3]	[sound:sentence_A21593.mp3]
A21594	üben				übt, hat geübt	Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.	to practice	I'm currently learning to play the guitar. I practise for two hours every day.	[sound:word_A21594.mp3]	[sound:sentence_A21594.mp3]
A21595	über					Gehen Sie lieber hier über die Straße.	above / about	You'd better cross the road here.	[sound:word_A21595.mp3]	[sound:sentence_A21595.mp3]
A21596	über					Über uns wohnt Familie Schneider.	above / about	The Schneider family lives above us.	[sound:word_A21596.mp3]	[sound:sentence_A21596.mp3]
A21597	über					Sind Sie über 18?	above / about	Are you over 18?	[sound:word_A21597.mp3]	[sound:sentence_A21597.mp3]
A21598	überall					Ich habe überall gesucht, aber ich kann meine Brille nicht finden.	all over	I've looked everywhere, but I can't find my glasses.	[sound:word_A21598.mp3]	[sound:sentence_A21598.mp3]
A21599	übermorgen					Morgen habe ich frei. Ich komme übermorgen wieder ins Büro.	day after tomorrow	I have tomorrow off. I'll be back in the office the day after tomorrow.	[sound:word_A21599.mp3]	[sound:sentence_A21599.mp3]
A21600	übernachten				übernachtet, hat übernachtet	Du kannst bei mir übernachten.	to stay (over night)	You can stay overnight with me.	[sound:word_A21600.mp3]	[sound:sentence_A21600.mp3]
A21601	übersetzen				übersetzt, hat übersetzt	Können Sie mir den Brief bitte übersetzen?	to translate	Can you please translate the letter for me?	[sound:word_A21601.mp3]	[sound:sentence_A21601.mp3]
A21602	Übersetzung	die	-en			Ich brauche eine Übersetzung von meinem Zeugnis.	translation	I need a translation of my certificate.	[sound:word_A21602.mp3]	[sound:sentence_A21602.mp3]
A21603	überweisen				überweist, hat überwiesen	Sie können das Geld auch überweisen.	to transfer	You can also transfer the money.	[sound:word_A21603.mp3]	[sound:sentence_A21603.mp3]
A21604	überweisen				überweist, hat überwiesen	Ich überweise dir das Geld.	to transfer	I'll transfer the money to you.	[sound:word_A21604.mp3]	[sound:sentence_A21604.mp3]
A21605	Uhr	die	-en			Es ist vier Uhr.	Clock	It's four o'clock.	[sound:word_A21605.mp3]	[sound:sentence_A21605.mp3]
A21606	Uhr	die	-en			Geht deine Uhr richtig?	Clock	Is your watch working properly?	[sound:word_A21606.mp3]	[sound:sentence_A21606.mp3]
A21607	Uhr	die	-en			Er kommt um sieben Uhr.	Clock	He arrives at seven o'clock.	[sound:word_A21607.mp3]	[sound:sentence_A21607.mp3]
A21608	um					Die Apotheke ist gleich um die Ecke.	around	The pharmacy is just round the corner.	[sound:word_A21608.mp3]	[sound:sentence_A21608.mp3]
A21609	umsteigen				steigt um, ist umgestiegen	Sie müssen in Mannheim umsteigen.	to transfer / to change (transport)	You have to change trains in Mannheim.	[sound:word_A21609.mp3]	[sound:sentence_A21609.mp3]
A21610	umziehen				zieht um, ist umgezogen	Nächsten Monat ziehen wir um.	to move	We're moving next month.	[sound:word_A21610.mp3]	[sound:sentence_A21610.mp3]
A21611	sich umziehen				zieht sich um, zog sich um, hat sich umgezogen	Warte bitte, ich muss mich noch umziehen.	to get changed	Please wait, I still have to change.	[sound:word_A21611.mp3]	[sound:sentence_A21611.mp3]
A21612	Umzug	der	"""-e"			Der Umzug ist nächste Woche.	move	The move is next week.	[sound:word_A21612.mp3]	[sound:sentence_A21612.mp3]
A21613	unbedingt					Ich muss unbedingt mit dir sprechen.	absolutely	I really need to talk to you.	[sound:word_A21613.mp3]	[sound:sentence_A21613.mp3]
A21614	und					Ich habe heute und morgen frei.	and	I have today and tomorrow off.	[sound:word_A21614.mp3]	[sound:sentence_A21614.mp3]
A21615	und					Ich kaufe ein und mein Mann kocht.	and	I do the shopping and my husband does the cooking.	[sound:word_A21615.mp3]	[sound:sentence_A21615.mp3]
A21616	Unfall	der	"""-e"			Ich hatte gestern einen Unfall.	accident	I had an accident yesterday.	[sound:word_A21616.mp3]	[sound:sentence_A21616.mp3]
A21617	Unfall	der	"""-e"			Wie ist der Unfall passiert?	accident	How did the accident happen?	[sound:word_A21617.mp3]	[sound:sentence_A21617.mp3]
A21618	Universität	die	-en			Er studiert an der Universität Freiburg.	university	He studies at the University of Freiburg.	[sound:word_A21618.mp3]	[sound:sentence_A21618.mp3]
A21619	unten					Er wohnt ganz unten im Haus.	at the bottom / downstairs / below	He lives at the bottom of the house.	[sound:word_A21619.mp3]	[sound:sentence_A21619.mp3]
A21620	unter					Unter uns wohnt eine Familie mit drei Kindern.	under	A family with three children lives below us.	[sound:word_A21620.mp3]	[sound:sentence_A21620.mp3]
A21621	sich unterhalten				unterhält, hat unterhalten	Andreas und Nessrin unterhalten sich.	to talk	Andreas and Nessrin have a chat.	[sound:word_A21621.mp3]	[sound:sentence_A21621.mp3]
A21622	sich unterhalten				unterhält, hat unterhalten	Wir haben uns über das Fußballspiel unterhalten.	to talk	We talked about the football match.	[sound:word_A21622.mp3]	[sound:sentence_A21622.mp3]
A21623	Unterkunft	die	"""-e"			Ich suche noch eine Unterkunft in Basel. Kennst du ein günstiges Hotel?	accommodation	I'm still looking for accommodation in Basel. Do you know a cheap hotel?	[sound:word_A21623.mp3]	[sound:sentence_A21623.mp3]
A21624	unternehmen				unternimmt, hat unternommen	Wollen wir heute Abend etwas unternehmen?	to undertake sth. / to venture	Shall we do something tonight?	[sound:word_A21624.mp3]	[sound:sentence_A21624.mp3]
A21625	Unterricht	der	(Sg.)			Der Unterricht dauert bis 19 Uhr.	class	The lessons last until 7 pm.	[sound:word_A21625.mp3]	[sound:sentence_A21625.mp3]
A21626	Unterschied	der	-e			Was ist der Unterschied zwischen den beiden Kursen? - Die Kurse sind gleich. Es gibt keinen Unterschied.	difference	What is the difference between the two courses? - The courses are the same. There is no difference.	[sound:word_A21626.mp3]	[sound:sentence_A21626.mp3]
A21627	unterschreiben				unterschreibt, hat unterschrieben	Wo muss ich unterschreiben?	to sign	Where do I have to sign?	[sound:word_A21627.mp3]	[sound:sentence_A21627.mp3]
A21628	Unterschrift	die	-en			Hier fehlt noch Ihre Unterschrift.	signature	Your signature is still missing here.	[sound:word_A21628.mp3]	[sound:sentence_A21628.mp3]
A21629	untersuchen				untersucht, hat untersucht	Der Arzt hat mich untersucht.	to investigate	The doctor examined me.	[sound:word_A21629.mp3]	[sound:sentence_A21629.mp3]
A21630	untersuchen				untersucht, hat untersucht	Der Arzt muss dein Bein untersuchen.	to investigate	The doctor must examine your leg.	[sound:word_A21630.mp3]	[sound:sentence_A21630.mp3]
A21631	unterwegs sein				ist unterwegs, war unterwegs, ist unterwegs gewesen	Warte bitte auf mich. Ich bin unterwegs und komme gleich.	to be on the move / to be out	Please wait for me. I'm on my way and will be right there.	[sound:word_A21631.mp3]	[sound:sentence_A21631.mp3]
A21632	Urlaub	der	-e			Ich nehme im September Urlaub.	vacation	I'm going on holiday in September.	[sound:word_A21632.mp3]	[sound:sentence_A21632.mp3]
A21633	verabredet sein				ist verabredet, war verabredet, ist verabredet gewesen	Ich bin mit meiner Freundin verabredet.	to have an appointment	I have a date with my girlfriend.	[sound:word_A21633.mp3]	[sound:sentence_A21633.mp3]
A21634	Veranstaltung	die	-en			Am Samstag ist unser Restaurant geschlossen. Wir haben eine Veranstaltung.	event	Our restaurant is closed on Saturday. We have an event.	[sound:word_A21634.mp3]	[sound:sentence_A21634.mp3]
A21635	verbieten					Ich verbiete dir zu rauchen. - Das ist mir egal, du bist nicht meine Mutter.	to forbid sth. / to prohibit / to ban sth.	I forbid you to smoke. - I don't care, you're not my mum.	[sound:word_A21635.mp3]	[sound:sentence_A21635.mp3]
A21636	verboten sein					Hier ist Rauchen verboten.	to be forbidden / to be prohibited	Smoking is prohibited here.	[sound:word_A21636.mp3]	[sound:sentence_A21636.mp3]
A21637	verdienen				verdient, hat verdient	Ich verdiene 1.500 Euro im Monat.	to earn	I earn 1,500 euros a month.	[sound:word_A21637.mp3]	[sound:sentence_A21637.mp3]
A21638	Verein	der	-e			Er ist seit vielen Jahren im Verein.	union / club	He has been with the club for many years.	[sound:word_A21638.mp3]	[sound:sentence_A21638.mp3]
A21639	Verein	der	-e			Es gibt einen neuen Sportverein in der Stadt.	union / club	There is a new sports club in the city.	[sound:word_A21639.mp3]	[sound:sentence_A21639.mp3]
A21640	vereinbaren				vereinbart, hat vereinbart	Können wir einen Termin vereinbaren?	to agree sth. / to reach an agreement	Can we make an appointment?	[sound:word_A21640.mp3]	[sound:sentence_A21640.mp3]
A21641	vergessen				vergisst, hat vergessen	Ich habe meine Hausaufgaben vergessen.	to forget	I've forgotten my homework.	[sound:word_A21641.mp3]	[sound:sentence_A21641.mp3]
A21642	vergessen				vergisst, hat vergessen	Vergiss deinen Arzttermin nicht!	to forget	Don't forget your doctor's appointment!	[sound:word_A21642.mp3]	[sound:sentence_A21642.mp3]
A21643	vergleichen				vergleicht, hat verglichen	Vergleichen Sie die Angebote!	to compare	Compare the offers!	[sound:word_A21643.mp3]	[sound:sentence_A21643.mp3]
A21644	vergleichen				vergleicht, hat verglichen	Können wir die Antworten vergleichen?	to compare	Can we compare the answers?	[sound:word_A21644.mp3]	[sound:sentence_A21644.mp3]
A21645	verkaufen				verkauft, hat verkauft	Er verkauft sein altes Auto.	to sell	He sells his old car.	[sound:word_A21645.mp3]	[sound:sentence_A21645.mp3]
A21646	Verkehr	der	(Sg.)			Morgens gibt es hier immer viel Verkehr.	traffic	There is always a lot of traffic here in the morning.	[sound:word_A21646.mp3]	[sound:sentence_A21646.mp3]
A21647	Verkehrsmittel	das	-			Welche Verkehrsmittel benutzen Sie oft?	means of transport	Which means of transport do you often use?	[sound:word_A21647.mp3]	[sound:sentence_A21647.mp3]
A21648	sich verletzen				verletzt, hat verletzt	Sind Sie verletzt? - Ja, am Bein.	to hurt oneself	Are you injured? - Yes, my leg.	[sound:word_A21648.mp3]	[sound:sentence_A21648.mp3]
A21649	sich verletzen				verletzt, hat verletzt	Haben Sie sich verletzt?	to hurt oneself	Have you injured yourself?	[sound:word_A21649.mp3]	[sound:sentence_A21649.mp3]
A21650	sich verlieben				verliebt, hat verliebt	Ich bin total verliebt.	to fall in love	I am totally in love.	[sound:word_A21650.mp3]	[sound:sentence_A21650.mp3]
A21651	verlieren				verliert, hat verloren	Ich habe meinen Schlüssel verloren.	to lose	I have lost my key.	[sound:word_A21651.mp3]	[sound:sentence_A21651.mp3]
A21652	verlieren				verliert, hat verloren	Wir haben das Fußballspiel verloren.	to lose	We lost the football match.	[sound:word_A21652.mp3]	[sound:sentence_A21652.mp3]
A21653	verlieren				verliert, hat verloren	Michael hat seine Arbeit verloren.	to lose	Michael has lost his job.	[sound:word_A21653.mp3]	[sound:sentence_A21653.mp3]
A21654	vermieten				vermietet, hat vermietet	Die Wohnung ist schon vermietet.	to rent sth. (out) / to let sth.	The flat is already let.	[sound:word_A21654.mp3]	[sound:sentence_A21654.mp3]
A21655	Vermieter	der	-			Unser Vermieter ist nett.	landlord	Our landlord is nice.	[sound:word_A21655.mp3]	[sound:sentence_A21655.mp3]
A21656	Vermieterin	die	-nen			Usere Vermiterin ist schon sehr alt.	landlady	Our mediator is already very old.	[sound:word_A21656.mp3]	[sound:sentence_A21656.mp3]
A21657	verpassen				verpasst, hat verpasst	Ich habe den Zug verpasst.	to miss	I missed the train.	[sound:word_A21657.mp3]	[sound:sentence_A21657.mp3]
A21658	verreisen				verreist, ist verreist	Verreist ihr in den Ferien?	to travel	Are you travelling on holiday?	[sound:word_A21658.mp3]	[sound:sentence_A21658.mp3]
A21659	verreisen				verreist, ist verreist	Frau Doktor Müller ist zur Zeit verreist. Sie kommt erst nächste Woche zurück.	to travel	Dr Müller is currently out of town. She won't be back until next week.	[sound:word_A21659.mp3]	[sound:sentence_A21659.mp3]
A21660	verschieben				verschiebt, hat verschoben	Leider muss ich den Termin verschieben.	to shift sth. / to move sth.	Unfortunately I have to postpone the appointment.	[sound:word_A21660.mp3]	[sound:sentence_A21660.mp3]
A21661	verschieden					Unsere beiden Kinder sind sehr verschieden.	different	Our two children are very different.	[sound:word_A21661.mp3]	[sound:sentence_A21661.mp3]
A21662	verschieden					Ich habe diese Schuhe in verschiedenen Farben.	different	I have these shoes in different colours.	[sound:word_A21662.mp3]	[sound:sentence_A21662.mp3]
A21663	Verspätung	die	-en			Unser Zug hat leider 15 Minuten Verspätung.	delay	Unfortunately, our train is 15 minutes late.	[sound:word_A21663.mp3]	[sound:sentence_A21663.mp3]
A21664	verstehen				versteht, hat verstanden	Können Sie mich verstehen?	to understand	Can you understand me?	[sound:word_A21664.mp3]	[sound:sentence_A21664.mp3]
A21665	verstehen				versteht, hat verstanden	Ich verstehe diese Aufgabe nicht.	to understand	I do not understand this task.	[sound:word_A21665.mp3]	[sound:sentence_A21665.mp3]
A21666	versuchen				versucht, hat versucht	Kann ich es auch einmal versuchen?	to try	Can I give it a try?	[sound:word_A21666.mp3]	[sound:sentence_A21666.mp3]
A21667	versuchen				versucht, hat versucht	Haben Sie es schon einmal mit diesem Mittel versucht?	to try	Have you ever tried this remedy?	[sound:word_A21667.mp3]	[sound:sentence_A21667.mp3]
A21668	Vertrag	der	"""-e"			Ich muss den Vertrag noch unterschreiben.	contract	I still have to sign the contract.	[sound:word_A21668.mp3]	[sound:sentence_A21668.mp3]
A21669	viel					Ich habe leider nicht viel Zeit.	a lot of	Unfortunately, I don't have much time.	[sound:word_A21669.mp3]	[sound:sentence_A21669.mp3]
